coverage_id,policy_id,coverage_type,coverage_amount,annual_rider_premium,coverage_status
COV00012175,POL0007698,Base Death Benefit,50000,0.00,Active
COV00012176,POL0007699,Base Death Benefit,1100000,0.00,Active
COV00012177,POL0007700,Base Death Benefit,450000,0.00,Active
COV00012178,POL0007701,Base Death Benefit,150000,0.00,Active
COV00012179,POL0007702,Base Death Benefit,200000,0.00,Active
COV00012180,POL0007702,Waiver of Premium,0,25.19,Active
COV00012181,POL0007703,Base Death Benefit,350000,0.00,Active
COV00012182,POL0007703,Accidental Death Benefit,350000,42.00,Active
COV00012183,POL0007704,Base Death Benefit,1450000,0.00,Active
COV00012184,POL0007705,Base Death Benefit,150000,0.00,Active
COV00012185,POL0007706,Base Death Benefit,300000,0.00,Active
COV00012186,POL0007706,Chronic Illness Rider,0,368.39,Active
COV00012187,POL0007707,Base Death Benefit,850000,0.00,Active
COV00012188,POL0007707,Waiver of Premium,0,280.00,Active
COV00012189,POL0007708,Base Death Benefit,10000,0.00,Active
COV00012190,POL0007709,Base Death Benefit,100000,0.00,Active
COV00012191,POL0007710,Base Death Benefit,350000,0.00,Active
COV00012192,POL0007711,Base Death Benefit,575000,0.00,Active
COV00012193,POL0007712,Base Death Benefit,275000,0.00,Active
COV00012194,POL0007712,Waiver of Premium,0,185.03,Active
COV00012195,POL0007713,Base Death Benefit,400000,0.00,Active
COV00012196,POL0007713,Waiver of Premium,0,54.99,Active
COV00012197,POL0007713,Accidental Death Benefit,400000,48.00,Active
COV00012198,POL0007714,Base Death Benefit,75000,0.00,Active
COV00012199,POL0007714,Accidental Death Benefit,75000,9.00,Active
COV00012200,POL0007715,Base Death Benefit,1700000,0.00,Active
COV00012201,POL0007716,Base Death Benefit,850000,0.00,Active
COV00012202,POL0007716,Accidental Death Benefit,850000,102.00,Active
COV00012203,POL0007717,Base Death Benefit,1450000,0.00,Active
COV00012204,POL0007717,Accidental Death Benefit,1450000,174.00,Active
COV00012205,POL0007718,Base Death Benefit,100000,0.00,Active
COV00012206,POL0007719,Base Death Benefit,550000,0.00,Active
COV00012207,POL0007719,Waiver of Premium,0,193.03,Active
COV00012208,POL0007720,Base Death Benefit,700000,0.00,Active
COV00012209,POL0007721,Base Death Benefit,650000,0.00,Active
COV00012210,POL0007722,Base Death Benefit,150000,0.00,Active
COV00012211,POL0007722,Accidental Death Benefit,150000,18.00,Active
COV00012212,POL0007723,Base Death Benefit,350000,0.00,Active
COV00012213,POL0007723,Chronic Illness Rider,0,221.71,Active
COV00012214,POL0007724,Base Death Benefit,150000,0.00,Active
COV00012215,POL0007724,Chronic Illness Rider,0,78.03,Active
COV00012216,POL0007725,Base Death Benefit,50000,0.00,Active
COV00012217,POL0007726,Base Death Benefit,100000,0.00,Active
COV00012218,POL0007727,Base Death Benefit,425000,0.00,Active
COV00012219,POL0007727,Waiver of Premium,0,280.00,Active
COV00012220,POL0007727,Chronic Illness Rider,0,520.00,Active
COV00012221,POL0007728,Base Death Benefit,850000,0.00,Active
COV00012222,POL0007729,Base Death Benefit,850000,0.00,Active
COV00012223,POL0007730,Base Death Benefit,125000,0.00,Active
COV00012224,POL0007731,Base Death Benefit,850000,0.00,Active
COV00012225,POL0007732,Base Death Benefit,100000,0.00,Active
COV00012226,POL0007732,Waiver of Premium,0,18.97,Active
COV00012227,POL0007732,Accidental Death Benefit,100000,12.00,Active
COV00012228,POL0007733,Base Death Benefit,425000,0.00,Active
COV00012229,POL0007733,Accidental Death Benefit,425000,51.00,Active
COV00012230,POL0007734,Base Death Benefit,350000,0.00,Active
COV00012231,POL0007735,Base Death Benefit,125000,0.00,Active
COV00012232,POL0007735,Waiver of Premium,0,115.35,Active
COV00012233,POL0007735,Chronic Illness Rider,0,144.19,Active
COV00012234,POL0007736,Base Death Benefit,1150000,0.00,Active
COV00012235,POL0007736,Waiver of Premium,0,84.76,Active
COV00012236,POL0007737,Base Death Benefit,1700000,0.00,Active
COV00012237,POL0007738,Base Death Benefit,575000,0.00,Active
COV00012238,POL0007739,Base Death Benefit,100000,0.00,Active
COV00012239,POL0007740,Base Death Benefit,100000,0.00,Active
COV00012240,POL0007740,Waiver of Premium,0,167.14,Active
COV00012241,POL0007740,Chronic Illness Rider,0,208.93,Active
COV00012242,POL0007741,Base Death Benefit,1150000,0.00,Active
COV00012243,POL0007742,Base Death Benefit,850000,0.00,Active
COV00012244,POL0007742,Waiver of Premium,0,280.00,Active
COV00012245,POL0007743,Base Death Benefit,100000,0.00,Active
COV00012246,POL0007744,Base Death Benefit,40000,0.00,Active
COV00012247,POL0007745,Base Death Benefit,1150000,0.00,Active
COV00012248,POL0007746,Base Death Benefit,425000,0.00,Active
COV00012249,POL0007746,Accidental Death Benefit,425000,51.00,Active
COV00012250,POL0007747,Base Death Benefit,425000,0.00,Active
COV00012251,POL0007748,Base Death Benefit,425000,0.00,Active
COV00012252,POL0007749,Base Death Benefit,300000,0.00,Active
COV00012253,POL0007749,Waiver of Premium,0,139.19,Active
COV00012254,POL0007750,Base Death Benefit,425000,0.00,Active
COV00012255,POL0007751,Base Death Benefit,1100000,0.00,Active
COV00012256,POL0007751,Waiver of Premium,0,102.13,Active
COV00012257,POL0007752,Base Death Benefit,200000,0.00,Active
COV00012258,POL0007753,Base Death Benefit,50000,0.00,Active
COV00012259,POL0007754,Base Death Benefit,200000,0.00,Active
COV00012260,POL0007755,Base Death Benefit,650000,0.00,Active
COV00012261,POL0007755,Accidental Death Benefit,650000,78.00,Active
COV00012262,POL0007756,Base Death Benefit,925000,0.00,Active
COV00012263,POL0007756,Chronic Illness Rider,0,520.00,Active
COV00012264,POL0007757,Base Death Benefit,300000,0.00,Active
COV00012265,POL0007757,Accidental Death Benefit,300000,36.00,Active
COV00012266,POL0007758,Base Death Benefit,1000000,0.00,Active
COV00012267,POL0007758,Waiver of Premium,0,280.00,Active
COV00012268,POL0007759,Base Death Benefit,425000,0.00,Active
COV00012269,POL0007760,Base Death Benefit,50000,0.00,Active
COV00012270,POL0007760,Waiver of Premium,0,7.33,Active
COV00012271,POL0007760,Accidental Death Benefit,50000,6.00,Active
COV00012272,POL0007761,Base Death Benefit,550000,0.00,Active
COV00012273,POL0007761,Waiver of Premium,0,280.00,Active
COV00012274,POL0007762,Base Death Benefit,400000,0.00,Active
COV00012275,POL0007762,Chronic Illness Rider,0,520.00,Active
COV00012276,POL0007763,Base Death Benefit,50000,0.00,Active
COV00012277,POL0007764,Base Death Benefit,1275000,0.00,Active
COV00012278,POL0007765,Base Death Benefit,150000,0.00,Active
COV00012279,POL0007766,Base Death Benefit,350000,0.00,Active
COV00012280,POL0007767,Base Death Benefit,75000,0.00,Active
COV00012281,POL0007768,Base Death Benefit,75000,0.00,Active
COV00012282,POL0007768,Waiver of Premium,0,47.95,Active
COV00012283,POL0007769,Base Death Benefit,575000,0.00,Active
COV00012284,POL0007770,Base Death Benefit,125000,0.00,Active
COV00012285,POL0007771,Base Death Benefit,75000,0.00,Active
COV00012286,POL0007772,Base Death Benefit,425000,0.00,Active
COV00012287,POL0007772,Waiver of Premium,0,204.48,Active
COV00012288,POL0007773,Base Death Benefit,125000,0.00,Active
COV00012289,POL0007773,Waiver of Premium,0,29.82,Active
COV00012290,POL0007774,Base Death Benefit,575000,0.00,Active
COV00012291,POL0007774,Waiver of Premium,0,280.00,Active
COV00012292,POL0007774,Chronic Illness Rider,0,520.00,Active
COV00012293,POL0007775,Base Death Benefit,175000,0.00,Active
COV00012294,POL0007775,Waiver of Premium,0,280.00,Active
COV00012295,POL0007776,Base Death Benefit,1150000,0.00,Active
COV00012296,POL0007777,Base Death Benefit,300000,0.00,Active
COV00012297,POL0007778,Base Death Benefit,1450000,0.00,Active
COV00012298,POL0007779,Base Death Benefit,1725000,0.00,Active
COV00012299,POL0007779,Waiver of Premium,0,280.00,Active
COV00012300,POL0007780,Base Death Benefit,175000,0.00,Active
COV00012301,POL0007781,Base Death Benefit,650000,0.00,Active
COV00012302,POL0007781,Waiver of Premium,0,280.00,Active
COV00012303,POL0007782,Base Death Benefit,200000,0.00,Active
COV00012304,POL0007783,Base Death Benefit,125000,0.00,Active
COV00012305,POL0007783,Chronic Illness Rider,0,170.13,Active
COV00012306,POL0007783,Accidental Death Benefit,125000,15.00,Active
COV00012307,POL0007784,Base Death Benefit,400000,0.00,Active
COV00012308,POL0007784,Waiver of Premium,0,175.52,Active
COV00012309,POL0007785,Base Death Benefit,1150000,0.00,Active
COV00012310,POL0007786,Base Death Benefit,100000,0.00,Active
COV00012311,POL0007786,Waiver of Premium,0,112.47,Active
COV00012312,POL0007786,Accidental Death Benefit,100000,12.00,Active
COV00012313,POL0007787,Base Death Benefit,650000,0.00,Active
COV00012314,POL0007788,Base Death Benefit,425000,0.00,Active
COV00012315,POL0007789,Base Death Benefit,425000,0.00,Active
COV00012316,POL0007789,Waiver of Premium,0,280.00,Active
COV00012317,POL0007789,Chronic Illness Rider,0,366.43,Active
COV00012318,POL0007790,Base Death Benefit,100000,0.00,Active
COV00012319,POL0007791,Base Death Benefit,225000,0.00,Active
COV00012320,POL0007791,Chronic Illness Rider,0,104.72,Active
COV00012321,POL0007792,Base Death Benefit,300000,0.00,Active
COV00012322,POL0007792,Chronic Illness Rider,0,366.92,Active
COV00012323,POL0007792,Accidental Death Benefit,300000,36.00,Active
COV00012324,POL0007793,Base Death Benefit,425000,0.00,Active
COV00012325,POL0007793,Waiver of Premium,0,280.00,Active
COV00012326,POL0007794,Base Death Benefit,75000,0.00,Active
COV00012327,POL0007794,Chronic Illness Rider,0,111.01,Active
COV00012328,POL0007795,Base Death Benefit,350000,0.00,Active
COV00012329,POL0007796,Base Death Benefit,1450000,0.00,Active
COV00012330,POL0007796,Accidental Death Benefit,1450000,174.00,Active
COV00012331,POL0007797,Base Death Benefit,100000,0.00,Active
COV00012332,POL0007798,Base Death Benefit,125000,0.00,Active
COV00012333,POL0007799,Base Death Benefit,100000,0.00,Active
COV00012334,POL0007800,Base Death Benefit,100000,0.00,Active
COV00012335,POL0007800,Waiver of Premium,0,25.50,Active
COV00012336,POL0007800,Accidental Death Benefit,100000,12.00,Active
COV00012337,POL0007801,Base Death Benefit,150000,0.00,Active
COV00012338,POL0007802,Base Death Benefit,1000000,0.00,Active
COV00012339,POL0007802,Waiver of Premium,0,280.00,Active
COV00012340,POL0007803,Base Death Benefit,850000,0.00,Active
COV00012341,POL0007803,Waiver of Premium,0,86.00,Active
COV00012342,POL0007803,Accidental Death Benefit,850000,102.00,Active
COV00012343,POL0007804,Base Death Benefit,850000,0.00,Active
COV00012344,POL0007804,Waiver of Premium,0,77.36,Active
COV00012345,POL0007805,Base Death Benefit,1275000,0.00,Active
COV00012346,POL0007806,Base Death Benefit,125000,0.00,Active
COV00012347,POL0007807,Base Death Benefit,1050000,0.00,Active
COV00012348,POL0007808,Base Death Benefit,400000,0.00,Active
COV00012349,POL0007808,Waiver of Premium,0,77.34,Active
COV00012350,POL0007808,Accidental Death Benefit,400000,48.00,Active
COV00012351,POL0007809,Base Death Benefit,1275000,0.00,Active
COV00012352,POL0007809,Waiver of Premium,0,120.98,Active
COV00012353,POL0007810,Base Death Benefit,1150000,0.00,Active
COV00012354,POL0007810,Waiver of Premium,0,97.23,Active
COV00012355,POL0007811,Base Death Benefit,125000,0.00,Active
COV00012356,POL0007811,Accidental Death Benefit,125000,15.00,Active
COV00012357,POL0007812,Base Death Benefit,125000,0.00,Active
COV00012358,POL0007812,Accidental Death Benefit,125000,15.00,Active
COV00012359,POL0007813,Base Death Benefit,200000,0.00,Active
COV00012360,POL0007813,Accidental Death Benefit,200000,24.00,Active
COV00012361,POL0007814,Base Death Benefit,1150000,0.00,Active
COV00012362,POL0007814,Waiver of Premium,0,146.87,Active
COV00012363,POL0007815,Base Death Benefit,650000,0.00,Active
COV00012364,POL0007816,Base Death Benefit,575000,0.00,Active
COV00012365,POL0007816,Waiver of Premium,0,280.00,Active
COV00012366,POL0007817,Base Death Benefit,425000,0.00,Active
COV00012367,POL0007817,Accidental Death Benefit,425000,51.00,Active
COV00012368,POL0007818,Base Death Benefit,1050000,0.00,Active
COV00012369,POL0007818,Waiver of Premium,0,280.00,Active
COV00012370,POL0007818,Chronic Illness Rider,0,520.00,Active
COV00012371,POL0007819,Base Death Benefit,125000,0.00,Active
COV00012372,POL0007820,Base Death Benefit,550000,0.00,Active
COV00012373,POL0007821,Base Death Benefit,1000000,0.00,Active
COV00012374,POL0007821,Chronic Illness Rider,0,520.00,Active
COV00012375,POL0007822,Base Death Benefit,650000,0.00,Active
COV00012376,POL0007823,Base Death Benefit,100000,0.00,Active
COV00012377,POL0007823,Accidental Death Benefit,100000,12.00,Active
COV00012378,POL0007824,Base Death Benefit,400000,0.00,Active
COV00012379,POL0007825,Base Death Benefit,200000,0.00,Active
COV00012380,POL0007825,Waiver of Premium,0,31.58,Active
COV00012381,POL0007826,Base Death Benefit,450000,0.00,Active
COV00012382,POL0007826,Waiver of Premium,0,280.00,Active
COV00012383,POL0007827,Base Death Benefit,300000,0.00,Active
COV00012384,POL0007828,Base Death Benefit,450000,0.00,Active
COV00012385,POL0007828,Waiver of Premium,0,78.91,Active
COV00012386,POL0007829,Base Death Benefit,1100000,0.00,Active
COV00012387,POL0007830,Base Death Benefit,150000,0.00,Active
COV00012388,POL0007830,Waiver of Premium,0,167.89,Active
COV00012389,POL0007831,Base Death Benefit,850000,0.00,Active
COV00012390,POL0007832,Base Death Benefit,200000,0.00,Active
COV00012391,POL0007833,Base Death Benefit,275000,0.00,Active
COV00012392,POL0007834,Base Death Benefit,200000,0.00,Active
COV00012393,POL0007834,Waiver of Premium,0,111.62,Active
COV00012394,POL0007835,Base Death Benefit,1000000,0.00,Active
COV00012395,POL0007836,Base Death Benefit,225000,0.00,Active
COV00012396,POL0007837,Base Death Benefit,125000,0.00,Active
COV00012397,POL0007837,Accidental Death Benefit,125000,15.00,Active
COV00012398,POL0007838,Base Death Benefit,125000,0.00,Active
COV00012399,POL0007838,Waiver of Premium,0,58.69,Active
COV00012400,POL0007838,Chronic Illness Rider,0,73.36,Active
COV00012401,POL0007839,Base Death Benefit,225000,0.00,Active
COV00012402,POL0007839,Waiver of Premium,0,39.82,Active
COV00012403,POL0007840,Base Death Benefit,20000,0.00,Active
COV00012404,POL0007841,Base Death Benefit,150000,0.00,Active
COV00012405,POL0007841,Waiver of Premium,0,147.92,Active
COV00012406,POL0007841,Accidental Death Benefit,150000,18.00,Active
COV00012407,POL0007842,Base Death Benefit,1150000,0.00,Active
COV00012408,POL0007843,Base Death Benefit,1700000,0.00,Active
COV00012409,POL0007843,Waiver of Premium,0,173.37,Active
COV00012410,POL0007844,Base Death Benefit,1725000,0.00,Active
COV00012411,POL0007844,Waiver of Premium,0,280.00,Active
COV00012412,POL0007845,Base Death Benefit,100000,0.00,Active
COV00012413,POL0007846,Base Death Benefit,350000,0.00,Active
COV00012414,POL0007847,Base Death Benefit,10000,0.00,Active
COV00012415,POL0007848,Base Death Benefit,1000000,0.00,Active
COV00012416,POL0007848,Chronic Illness Rider,0,520.00,Active
COV00012417,POL0007849,Base Death Benefit,175000,0.00,Active
COV00012418,POL0007849,Waiver of Premium,0,280.00,Active
COV00012419,POL0007849,Accidental Death Benefit,175000,21.00,Active
COV00012420,POL0007850,Base Death Benefit,575000,0.00,Active
COV00012421,POL0007851,Base Death Benefit,850000,0.00,Active
COV00012422,POL0007851,Waiver of Premium,0,280.00,Active
COV00012423,POL0007852,Base Death Benefit,175000,0.00,Active
COV00012424,POL0007853,Base Death Benefit,100000,0.00,Active
COV00012425,POL0007854,Base Death Benefit,1100000,0.00,Active
COV00012426,POL0007854,Chronic Illness Rider,0,520.00,Active
COV00012427,POL0007855,Base Death Benefit,100000,0.00,Active
COV00012428,POL0007856,Base Death Benefit,850000,0.00,Active
COV00012429,POL0007856,Waiver of Premium,0,280.00,Active
COV00012430,POL0007857,Base Death Benefit,425000,0.00,Active
COV00012431,POL0007857,Accidental Death Benefit,425000,51.00,Active
COV00012432,POL0007858,Base Death Benefit,175000,0.00,Active
COV00012433,POL0007859,Base Death Benefit,100000,0.00,Active
COV00012434,POL0007859,Accidental Death Benefit,100000,12.00,Active
COV00012435,POL0007860,Base Death Benefit,150000,0.00,Active
COV00012436,POL0007860,Accidental Death Benefit,150000,18.00,Active
COV00012437,POL0007861,Base Death Benefit,125000,0.00,Active
COV00012438,POL0007861,Waiver of Premium,0,48.49,Active
COV00012439,POL0007861,Accidental Death Benefit,125000,15.00,Active
COV00012440,POL0007862,Base Death Benefit,425000,0.00,Active
COV00012441,POL0007862,Accidental Death Benefit,425000,51.00,Active
COV00012442,POL0007863,Base Death Benefit,300000,0.00,Active
COV00012443,POL0007863,Accidental Death Benefit,300000,36.00,Active
COV00012444,POL0007864,Base Death Benefit,1000000,0.00,Active
COV00012445,POL0007864,Waiver of Premium,0,280.00,Active
COV00012446,POL0007865,Base Death Benefit,1725000,0.00,Active
COV00012447,POL0007866,Base Death Benefit,150000,0.00,Active
COV00012448,POL0007867,Base Death Benefit,550000,0.00,Active
COV00012449,POL0007867,Accidental Death Benefit,550000,66.00,Active
COV00012450,POL0007868,Base Death Benefit,100000,0.00,Active
COV00012451,POL0007868,Waiver of Premium,0,15.12,Active
COV00012452,POL0007869,Base Death Benefit,125000,0.00,Active
COV00012453,POL0007870,Base Death Benefit,30000,0.00,Active
